Title,Abstract,Tag,Type
 Considerations and treatment options for patients with comorbid atrialfibrillation and diabetes mellitus. ," INTRODUCTION: Atrial fibrillation (AF) and diabetes mellitus (DM) are commonworldwide and their incidence is increasing, representing a significant publichealth and economic burden as well as an increase in individual increasedmorbidity and mortality risk profiles. Both conditions are closely related, aspatients with DM are at increased risk of incident AF, and AF patients with DMare at higher risk of cardiovascular events compared to non-AF patients. Areascovered: This review article aims to provide an overview of the current evidencelinking DM and AF, as well as the impact of obesity, weight loss and stroke onthese coexisting conditions. Second, the effects of new oral anti hyperglycaemicmedications on cardiovascular risk will be considered. Expert opinion: Inconclusion, coexisting AF and DM represent a high risk population of patientsrequiring aggressive risk factor identification and treatment optimisation. Themultifactorial interplay between these conditions requires individual assessmentof patient risk profiles with the aim of minimising the impact of each modifiablerisk factor. ",yes,new
 Pioglitazone attenuates atrial remodeling and vulnerability to atrialfibrillation in alloxan-induced diabetic rabbits. ," BACKGROUND/AIMS: Recent evidence indicates that peroxisome proliferator-activatedreceptor (PPAR)-gamma activators exert anti-inflammatory and anti-oxidantactions. However, the underlying mechanisms by which these agents prevent atrialremodeling in diabetes are not completely elucidated. We sought to investigatethe potential effects of pioglitazone, a PPAR-gamma activator, on atrialremodeling and atrial fibrillation (AF) inducibility in diabetic rabbits.METHODS: Alloxan-induced diabetic rabbits were randomly divided into threegroups: diabetes only, diabetes treated with low-dose pioglitazone (4 mg/day/kg),or diabetes treated with high dose pioglitazone (8 mg/day/kg) (n = 24 for eachgroup). A total of 24 healthy rabbits serving as controls. Eight weeks later,hemodynamic, echocardiographic, and electrophysiological parameters wererecorded. Left atrial whole-cell patch-clamp studies, histological examinationand western-blot analysis were also performed. RESULTS: In the DM group (6/8 vs.1/8, P < 0.05), higher AF inducibility, increased amount of fibrosis, lower INa ,and higher ICaL were observed in the DM group compared to controls. Western-blotanalysis showed that DM increased the expression of extracellularsignal-regulated kinase 2 (ERK2), phosphorylation ERK (pERK), transforming growthfactor beta 1 (TGFbeta1), toll-like receptor 4 (TLR4), nuclear factor-kappaB p50(NF-kappaB p50), and heat shock protein 70 (HSP70). All of theseelectrophysiological, histological, ion current density and protein expressionchanges were all reduced by pioglitazone. CONCLUSION: Pioglitazone attenuatesdiabetes-induced structural and electrophysiological remodeling in the atria,thereby reducing the vulnerability to AF. This article is protected by copyright.All rights reserved. ",no,new
 Major Bleeding in Patients With Diabetes and Atrial Fibrillation Treated With NewOral Anticoagulants. ,"In their Letter to the Editor, Scridon and ?erban raise important issues regarding major bleeding in patients with diabetes in the non–vitamin K antagonist oral anticoagulant (NOAC) vs warfarin trials of patients with atrial fibrillation.1- 5 We agree that apixaban,3 edoxaban,2 and the 110-mg dose of dabigatran1significantly reduced bleeding in their respective overall trial populations compared with warfarin and that this was not seen with rivaroxaban4 nor with the 150-mg dose of dabigatran.6 While there was statistically significant heterogeneity in the ARISTOTLE trial3 between diabetes status and treatment for the end point of major bleeding (less bleeding with apixaban vs warfarin in those without diabetes; no difference in bleeding risk between treatments in the group with diabetes; interaction, P?=?.003), no such heterogeneity of effect on bleeding risk by diabetes status was seen with edoxaban in a similar analysis from the ENGAGE AF-TIMI 48 trial2 (bleeding was reduced in patients with and without diabetes). However, given the large number of subgroups analyzed raising the possibility of type 1 error and the lack of a prespecified hypothesis or mechanistic explanation for the heterogeneity of comparative bleeding effects by diabetes observed with apixaban in the ARISTOTLE trial,3 we believe that this observation should be interpreted cautiously as hypothesis generating. Furthermore, in a meta-analysis of data from the pivotal NOAC trials,6 the risks of major bleeding with NOAC vs warfarin in patients with vs without diabetes were not statistically different (interaction, P?=?.12).",no,new
 Effect of Addition of a Statin to Warfarin on Thromboembolic Events in JapanesePatients With Nonvalvular Atrial Fibrillation and Diabetes Mellitus. ," Statins have been shown to decrease stroke risk in patients with cardiovascularrisk factors but not to prevent recurrence of ischemic stroke in patients withatrial fibrillation (AF). The present subanalysis aimed to clarify the efficacyof combined use of warfarin and statins in patients with nonvalvular AF (NVAF)with coronary artery disease, diabetes mellitus (DM), or hypertension. Theeffects of adding statins to warfarin were compared with those of warfarin alonein patients with NVAF with the data set of J-RHYTHM Registry, a prospective,observational study with a 2-year follow-up. End points included thromboembolism,major hemorrhage, all-cause mortality, and cardiovascular mortality. Of 7,406patients with NVAF and follow-up data, 6,404 patients received warfarin atbaseline. Of these, 1,605 patients also received a statin. Patients in thewarfarin plus statin group showed significantly lower all-cause mortalitycompared with those on warfarin alone (hazard ratio [HR] 0.57, 95% confidenceinterval [CI] 0.38 to 0.87, p = 0.0089), although thromboembolic event rates didnot differ significantly (HR 0.73, 95% CI 0.44 to 1.20, p = 0.21). In contrast,in 1,223 patients with DM, the warfarin plus statin group showed significantlylower thromboembolic event rates than the warfarin-alone group (HR 0.33, 95% CI0.11 to 0.96, p = 0.041). Interestingly, in patients with coronary artery diseaseor with hypertension, the addition of statin to warfarin did not decrease thefrequency of thromboembolic events. In conclusion, in Japanese patients with NVAFwith DM, a combination of warfarin and a statin could be clinically beneficialfor preventing thromboembolic events. ",no,new
 Effect of ramipril/hydrochlorothiazide and ramipril/canrenone combination onatrial fibrillation recurrence in hypertensive type 2 diabetic patients with andwithout cardiac autonomic neuropathy. ," INTRODUCTION: The aim of this study was to compare the effect oframipril/canrenone versus ramipril/hydrochlorothiazide (HCTZ) combination onatrial fibrillation (AF) recurrence in type 2 diabetic hypertensives with andwithout cardiac autonomic neuropathy (CAN). MATERIAL AND METHODS: A total of 289hypertensive type 2 diabetic patients, 95 with CAN, in sinus rhythm but with atleast two episodes of AF in the previous 6 months were randomized to ramipril 5mg plus canrenone 50 mg (titrated to 10/100 mg) or to ramipril 5 mg plus HCTZ12.5 mg (titrated to 10/25 mg) or to amlodipine 5 mg (titrated to 10 mg) for 1year. Clinic blood pressure (BP) and a 24-h ECG were evaluated monthly. Patientswere asked to report any episode of symptomatic AF and to perform an ECG as earlyas possible. Serum procollagen type I carboxy-terminal peptide (PIP) andcarboxy-terminal telopeptide of collagen type I (CITP) were evaluated before andafter each treatment period. RESULTS: Blood pressure was similarly andsignificantly reduced by all treatments. A total of 51% of patients withamlodipine had a recurrence of AF, as did 31% of patients with ramipril/HCTZ (p <0.05 vs. amlodipine) and 13% of patients with ramipril/canrenone (p < 0.01 vs.amlodipine and p < 0.05 vs. ramipril/HCTZ). A similar trend was found in diabeticpatients with CAN. Both combinations reduced PIP and increased CITP, but theeffects of ramipril/canrenone were significantly more marked. CONCLUSIONS: Thesefindings suggest that in type 2 diabetic hypertensives, ramipril/canrenonetreatment was more effective than ramipril/HCTZ in reducing AF recurrence. Thiscould be related to the greater improvement in cardiac fibrosis. ",no,new
 Women with atrial fibrillation and type 2 diabetes have a higher incidence ofhospitalization and undergo ablation or pacemaker implantation less frequentlythan men. ," BACKGROUND: We reviewed trends from 2004 to 2013 in the incidence and outcomesfor atrial fibrillation (AF) in Spanish patients with type 2 diabetes mellitus(T2DM) comparing women and men. METHODS: We used national hospital discharge dataincluding all T2DM patients discharged from the hospital after AF. Patients withAF in the primary diagnosis field were selected. Discharges were grouped by sex.Incidence was calculated overall and stratified by sex. We analyzed diagnosticand therapeutic procedures, patient comorbidities, CHA2DS2-VASc score, length ofhospital stay, readmission rates and in-hospital mortality (IHM). RESULTS: Weidentified a total of 214,457 admissions for AF. Patients with T2DM accounted for21.1% (19,505 men and 25,954 women). Women with T2DM had a significantly higherincidence of AF compared to men over the study period (IRR 1.33;95%CI 1.31-1.35).Women were significantly older (77.24+/-8.69years) than men (72.62+/-10.28years),had higher prevalences of obesity and hypertension, and higher CHA2DS2-VAScscore. Women less frequently underwent ablation (3.21% vs. 1.54%; p<0.001) andreceived an implanted pacemaker (14.3% vs. 8.16%; p<0.001) than men. Crude IHMwas 2.81% for women and 2.48% for men (p=0.030). Sex was not associated with ahigher IHM after multivariable adjustment. CONCLUSIONS: Our study demonstrates anincrease in hospitalization for AF in diabetic women. Women were older, had ahigher comorbidity index and had CHAD2DS2-VASc score than men. Women with AF andT2DM undergo ablation or pacemaker implantation less frequently than their malecounterparts. After multivariable adjustment sex did not predict mortality duringadmissions for AF. ",yes,new
" CHA2DS2-VASc Score (Congestive Heart Failure, Hypertension, Age >/=75 [Doubled],Diabetes Mellitus, Prior Stroke or Transient Ischemic Attack [Doubled], VascularDisease, Age 65-74, Female) for Stroke in Asian Patients With AtrialFibrillation: A Korean Nationwide Sample Cohort Study. "," BACKGROUND AND PURPOSE: The CHA2DS2-VASc stroke score (congestive heart failure,hypertension, age >/=75 (doubled), diabetes mellitus, prior stroke or transientischemic attack (doubled), vascular disease, age 65-74, female) is used in mostguidelines for risk stratification in atrial fibrillation (AF), but most data forthis score have been derived in Western populations. Ethnic differences in strokerisk may be present. Our objective was to investigate risk factors for stroke inAF and application of the CHA2DS2-VASc score in an Asian AF population fromKorea. METHODS: A total of 5855 oral anticoagulant-naive nonvalvular AF patientsaged >/=20 years were enrolled from Korea National Health Insurance ServiceSample cohort from 2002 to 2008 and were followed up until December 2013.RESULTS: The incidence rates (per 100 person-years) of ischemic stroke were 3.32in the total population, being 0.23 in low-risk (CHA2DS2-VASc score 0 [male] or 1[female]) and 4.59 in high-risk patients (CHA2DS2-VASc >/=2). Incidence rates ofischemic stroke or the composite thromboembolism end point showed a clearincrease with increasing CHA2DS2-VASc score. On multivariable analysis,significant associations between CHA2DS2-VASc risk factors and ischemic strokewere observed; however, the significance of vascular disease or diabetes mellituswas attenuated after multivariate adjustment, and female sex (hazard ratio, 0.73;95% confidence interval, 0.64-0.84) had a lower risk of ischemic stroke thanmales. Patients who were categorized as low risk consistently had an event rate<1% per year. CONCLUSIONS: The performance of CHA2DS2-VASc score in Asians iscomparable with that in Western populations. The score shows good performance indefining the truly-low-risk AF patients for stroke/thromboembolism. ",yes,new
" Diabetes mellitus and atrial fibrillation: evidence of a pathophysiological,clinical and epidemiological association beyond the thromboembolic risk."," A large number of studies have linked diabetes mellitus (DM) to the developmentof cardiovascular disease. However, the association between DM and arrhythmicdisease of the heart is less well recognized by the cardiology community. Mostly,the focus is the increased thromboembolic risk that the presence of DM confers topatients with atrial fibrillation (AF). However, recent evidence points toward anincreased prevalence of AF in patients with diabetes. This association seems tobe reinforced by the presence of additional comorbidities such as hypertensionand insulin-resistance. Moreover, different pathophysiological mechanisms supportthis association. Notably the link between AF and DM is bidirectional: not onlypatients with DM are more vulnerable to develop AF but also patients withnew-onset AF have an increased risk of DM. Herein, the epidemiological findingsand pathophysiological mechanisms linking AF and DM will be reviewed in order toincrease the knowledge on this association and improve the clinical andtherapeutic approach. ",no,new
 Thiazolidinedione use and atrial fibrillation in diabetic patients: ameta-analysis. ," BACKGROUND: Accumulating evidence suggests that thiazolidinediones (TZDs) mayexert protective effects in atrial fibrillation (AF). The present meta-analysisinvestigated the association between TZD use and the incidence of AF in diabeticpatients. METHODS: Electronic databases were searched until December 2016. Of the346 initially identified records, 3 randomized clinical trials (RCTs) and 4observational studies with 130,854 diabetic patients were included in the finalanalysis. RESULTS: Pooled analysis of the included studies demonstrated thatpatients treated with TZDs had approximately 30% lower risk of developing AFcompared to controls [odds ratio (OR): 0.73, 95% confidence interval (CI): 0.62to 0.87, p = 0.0003]. This association was consistently observed for both newonset AF (OR =0.77, p = 0.002) and recurrent AF (OR =0.41, p = 0.002),pioglitazone use (OR =0.56, p = 0.04) but not rosiglitazone use (OR =0.78, p =0.12). The association between TZD use and AF incidence was not significant inthe pooled analysis of three RCTs (OR =0.77, 95% CI = 0.53-1.12, p = 0.17), butwas significantly in the pooled analysis of the four observational studies (OR=0.71, p = 0.0003). CONCLUSIONS: This meta-analysis suggests that TZDs may conferprotection against AF in the setting of diabetes mellitus (DM). This class ofdrugs can be used as upstream therapy for DM patients to prevent the developmentof AF. Further large-scale RCTs are needed to determine whether TZDs use couldprevent AF in the setting of DM. ",no,new
 Novel oral anticoagulants (NOACs) in patients with atrial fibrillation (AF) anddiabetes-Good or excellent? ,,no,new
 Preoperative Hemoglobin A1c and the Occurrence of Atrial Fibrillation FollowingOn-pump Coronary Artery Bypass Surgery in Type-2 Diabetic Patients. ," BACKGROUND: We investigated the association of the preoperative hemoglobin A1c(HbA1c) with occurrence of postoperative atrial fibrillation (POAF) in type-2diabetic patients who underwent isolated coronary artery bypass grafting.METHODS: We prospectively studied 708 type-2 diabetes patients [433 men([61.2%)], candidate for isolated coronary artery bypass grafting. Biochemistryprofile was measured on the day of operation. All patients were telemonitored for72 hours after operation for the occurrence of atrial fibrillation. The role ofHbA1c as a predictor for the occurrence of atrial fibrillation was thenevaluated. RESULTS: A total of 109 (15.3%) patients developed POAF. Patients inthe atrial fibrillation group tended to be older, with prolonged longer diabetes,and have renal failure, chronic obstructive pulmonary disease, and hypertension.In the univariable and multivariable regression model, HbA1c was not a predictorfor POAF. CONCLUSIONS: Serum level of HbA1c could not be used as a predictor forthe development of POAF. ",no,new
 Insulin Therapy and Stroke Risk in Patients With Diabetes and AtrialFibrillation: Guilty by Association? ,"Diabetes is a significant risk factor for the development of cardiovascular disease and is frequently termed a coronary artery disease risk equivalent. Diabetes is also a risk factor for development of atrial fibrillation (AF) that may relate to multiple mechanisms, including increased nonenzymatic glycosylation, oxidative stress, myocardial stiffness, atrial fibrosis, dispersion of atrial refractoriness, and autonomic dysfunction (1). In patients with AF, diabetes has consistently found to be an important risk factor for ischemic stroke and is incorporated in the CHADS2 and CHA2DS2-VASc risk stratification scores, which are used to help guide stroke prevention treatment, including the prescription of oral anticoagulation",no,new
 Insulin-Requiring Versus Noninsulin-Requiring Diabetes and Thromboembolic Risk inPatients With Atrial Fibrillation: PREFER in AF. ," BACKGROUND: Diabetes is a known risk predictor for thromboembolic events inpatients with atrial fibrillation (AF), but no study has explored the prognosticweight of insulin in this setting. OBJECTIVES: This study evaluated thedifferential role of insulin versus no insulin therapy on thromboembolic risk inpatients with diabetes and AF. METHODS: We accessed individual patient data fromthe prospective, real-world, multicenter, PREFER in AF (European Prevention ofthromboembolic events-European Registry in Atrial Fibrillation). We compared therates of stroke/systemic embolism at 1 year according to diabetes status (nodiabetes, diabetes without insulin therapy, diabetes on insulin therapy).RESULTS: In an overall population of 5,717 patients, 1,288 had diabetes, 22.4% ofwhom were on insulin. For patients with diabetes who were on insulin, there was asignificantly increased risk of stroke/systemic embolism at 1 year versus eitherno diabetes (5.2% vs. 1.9%; hazard ratio: 2.89; 95% confidence interval: 1.67 to5.02; p = 0.0002) or diabetes without insulin treatment (5.2% vs. 1.8%; hazardratio: 2.96; 95% confidence interval: 1.49 to 5.87; p = 0.0019). Notably, ratesof stroke/embolism were similar in patients with diabetes not receiving insulinversus patients without diabetes (hazard ratio: 0.97; 95% confidence interval:0.58 to 1.61; p = 0.90). The selective predictive role of insulin-requiringdiabetes was independent of potential confounders, including diabetes duration,and was maintained in various subpopulations, including the subgroup receivinganticoagulant therapy. CONCLUSIONS: In this cohort of anticoagulated patientswith AF, the sole presence of diabetes not requiring insulin did not imply anincreased thromboembolic risk. Conversely, insulin-requiring diabetes contributedmost, if not exclusively, to the overall increase of thromboembolic risk in AF. ",yes,new
" Atrial Fibrillation, Type 2 Diabetes, and Non-Vitamin K Antagonist OralAnticoagulants: A Review. "," Importance: Atrial fibrillation (AF) is the most common cardiac arrhythmia and isassociated with a 5-fold increase in the risk for stroke. Type 2 diabetes is anindependent risk factor for both stroke and atrial fibrillation, and in thesetting of AF, type 2 diabetes is independently associated with a 2% to 3.5%increase in absolute stroke rate per year. The overlap in the pathophysiologiesof AF and type 2 diabetes are not well understood, and current practiceguidelines provide few recommendations regarding patients with both conditions.Observations: In this article, we review the epidemiology and pathophysiology ofthe nexus of AF and type 2 diabetes. Furthermore, we analyze the subgroup ofpatients with type 2 diabetes enrolled in phase 3 clinical trials of non-vitaminK antagonist oral anticoagulants in prevention of arterial thromboembolism in AF,highlighting the greater absolute benefit of non-vitamin K oral anticoagulants inpatients with type 2 diabetes. Finally, we offer recommendations on riskstratification and therapy for patients with concomitant AF and type 2 diabetes.Conclusions and Relevance: We highlight the increased thromboembolic risk withcoexisting AF and type 2 diabetes. We recommend that further studies be done toevaluate the potential benefits of anticoagulation for all patients who have bothand the potential for non-vitamin K oral anticoagulants to have greater benefitsthan risks over vitamin K antagonists. ",no,new
 Comparison of the Incidence of Major Bleeding With Rivaroxaban Use AmongNonvalvular Atrial Fibrillation Patients With Versus Without Diabetes Mellitus. ," Diabetes mellitus (DM) is a common co-morbidity in those with nonvalvular atrialfibrillation (NVAF). Most patients with DM and NVAF have a CHA2DS2-VASc score of>/=1 and should be considered for oral anticoagulation therapy for strokeprevention per treatment guidelines. The most important risk associated withanticoagulation is bleeding, which may be higher in those with NVAF plus DM. Ourobjective was to evaluate the incidence and characteristics of major bleeding(MB) in rivaroxaban users diagnosed with NVAF, further comparing those with DMversus those without DM, in a real-world clinical setting. Electronic medicalrecords of >10 million patients from the Department of Defense Military HealthSystem were queried to identify rivaroxaban users with NVAF over a 2.5-yearperiod. Major bleeding-related hospitalization was identified by a validatedcase-finding algorithm. Patient characteristics, incidence and management of MB,and fatal outcomes were assessed by DM status. Of 44,793 rivaroxaban users withNVAF, 12,039 (26.9%) had DM, who were more likely men, younger, with moreco-morbidity and higher CHA2DS2-VASc scores. Major bleeding incidence was higheramong those with DM compared with those without, 3.68 (95% confidence interval[CI] 3.37 to 4.03) versus 2.51 (95% CI 2.34 to 2.69) per 100 person-years, andintracranial bleeding incidence was 0.19 (95% CI 0.13 to 0.28) versus 0.25 (95%CI 0.20 to 0.31) per 100 person-years. Fatal outcomes were rare for both cohorts,0.09 per 100 person-years. In conclusion, in this post-marketing study of 44,793rivaroxaban users with NVAF, patients with DM had more co-morbidities and higherincidence of MB compared with those without DM. ",no,new
 Safety and efficacy of nonvitamin K antagonist oral anticoagulants versuswarfarin in diabetic patients with atrial fibrillation: A study-levelmeta-analysis of phase III randomized trials. ," In patients with atrial fibrillation (AF), the safety and efficacy of nonvitaminK antagonist oral anticoagulants (NOACs) vs warfarin according to diabetesmellitus (DM) status are not completely characterized. We performed ameta-analysis to clarify whether in these patients the strategy of oralanticoagulation should be tailored to diabetes status. In this study-levelmeta-analysis, we included 4 randomized phase III trials comparing NOACs andwarfarin in patients with nonvalvular AF; a total of 18 134 patients with DM and40 454 without DM were overall considered. Incidence of the following outcomemeasures was evaluated during the follow-up: stroke or systemic embolism,ischemic stroke, major bleeding, intracranial bleeding, and vascular death. Useof NOACs compared with warfarin reduced stroke/systemic embolism in diabetic(Risk Ratios [RR] 0.80, 95% CI 0.68-0.93; P = .004) and nondiabetic patients (RR0.83, 0.73-0.93; P = .001) (P for interaction .72). No interaction betweendiabetes status and benefits of NOACs was found for the occurrence of ischemicstroke, major bleeding, or intracranial bleeding (P for interaction >.05 for eachcomparison). Reduction of vascular death rates with NOACs was significant indiabetic patients (4.97% vs 5.99% with warfarin; RR 0.83, 0.72-0.96; P = .01), inwhom absolute the reduction of this outcome measure was higher than innondiabetics (1.02% vs 0.27%), although no interaction was present (P = .23).Results of this meta-analysis support the safety and efficacy of NOACs comparedwith warfarin in diabetic patients with nonvalvular AF. ",no,new
 Early impairment in left ventricular longitudinal systolic function is associatedwith an increased risk of incident atrial fibrillation in patients with type 2diabetes. ," AIMS: It is known that type 2 diabetic patients are at high risk of atrialfibrillation (AF). However, the early echocardiographic determinants of AFvulnerability in this patient population remain poorly known. METHODS: Wefollowed-up for 2years a sample of 180 consecutive outpatients with type 2diabetes, who were free from AF and ischemic heart disease at baseline. Allpatients underwent a baseline echocardiographic-Doppler evaluation with tissueDoppler and 2-D strain analysis. Standard electrocardiograms were performed twiceper year, and a diagnosis of incident AF was confirmed in affected patients by asingle cardiologist. RESULTS: Over the 2-year follow-up period, 14 (7.8%)patients developed incident AF. In univariate analyses, echocardiographicpredictors of new-onset AF were greater indexed cardiac mass, larger indexed leftatrial volume (LAVI), lower global longitudinal strain (LSSYS), lower globaldiastolic strain rate during early phase of diastole (SRE), lower globaldiastolic strain rate during late phase of diastole (SRL), and higher E/SREratio. Multivariate logistic regression analysis showed that lower LSSYS remainedthe only significant predictor of new-onset AF (adjusted-odds ratio 1.63, 95%CI1.17-2.27; p<0.005) after adjustment for age, sex, diabetes duration, indexedcardiac mass and LAVI. Results were unchanged even after adjustment for body massindex, hypertension and glycemic control. CONCLUSIONS: This is the firstprospective study to show that early LSSYS impairment independently predicts therisk of new-onset AF in type 2 diabetic patients with preserved ejection fractionand without ischemic heart disease. Future larger prospective studies are neededto confirm these findings. ",no,new
 High plasma level of soluble RAGE is independently associated with a lowrecurrence of atrial fibrillation after catheter ablation in diabetic patient. ," AIMS: Atrial fibrillation (AF) is closely associated with metabolic syndrome, andthe receptor for advanced glycation end products (RAGE) pathway is involved ininsulin resistance and cardiac remodelling. We hypothesized that plasma level ofsoluble RAGE (sRAGE) would predict clinical outcome after radiofrequency catheterablation for AF. METHODS AND RESULTS: We measured pre-procedural plasma level ofsRAGE in 496 patients who underwent AF ablation (142 patients with diabetes, 354patients without diabetes selected by matching them with diabetic patientsaccording to age, sex, and AF type). (i) Plasma level of sRAGE was significantlyhigher in diabetic patients than in non-diabetics (580.0 +/- 576.4 vs. 435.8 +/-280.7 pg/mL, P = 0.005), but there was no difference in sRAGE levels betweenpatients with clinical recurrence of AF and those without. (ii) During 24.5 +/-18.0 months of follow-up, the recurrence of AF was significantly lower in thediabetic patient group with high sRAGE (>/=418 pg/mL based on the median value)than the diabetic patient group with low sRAGE (log-rank P = 0.045). This wasespecially pronounced in patients with paroxysmal AF and diabetes (log-rank P =0.016), but no association was found in non-diabetics. (iii) In multivariate Coxregression analysis, high sRAGE (HR 0.395, 95% CI 0.175-0.894, P = 0.026) andparoxysmal AF (HR 0.387, 95% CI 0.179-0.835, P = 0.016) were independentlyassociated with the favourable clinical outcome of rhythm control after AFablation in diabetic patients. CONCLUSION: High plasma level of sRAGE wasindependently associated with low AF recurrence after catheter ablation indiabetic patients, especially those with paroxysmal AF. ",no,new
MODERN MEANS FOR THE TREATMENT OF ATRIAL FIBRILLATION IN DIABETIC PATIENTS. , The authors discuss modern approaches to the treatment of atrial fibrillationwith reference to diabetic patients. The studies carried out thus far showed theimportance of differential anti-arrhythmic therapy taking account of the clinicalform of ciliary arrhythmia. The possibility of surgical and preventive treatment(up-stream therapy) is demonstrated. ,no,new
Analysis of clinical characteristics and risk of stroke and death within 1 yearof patients with nonvalvular atrial fibrillation combined with diabetesmellitus. ," OBJECTIVE: To explore the clinical characteristics and impact of diabetesmellitus (DM) on prognosis in patients with nonvalvular atrial fibrillation (AF).METHODS: Data of nonvalvular AF patients in the Chinese Emergency AtrialFibrillation Registry Study were retrospectively analyzed. The eligible patientswere divided into the DM group and the non-DM group. Uni- and multi-variate Coxregression analysis were used to explore risk factors of 1-year outcomes.RESULTS: A total of 1 644 patients were enrolled in the study with 227 patientscombined with DM (16.8%). Compared with non-DM group, patients with DM were olderand had higher body weight, had higher prevalence of myocardial infarction,coronary heart disease, hypertension and stroke, and were at higher risk ofthromboembolism. The proportion of anticoagulant treatment was low in both groups(10.1% vs 7.4%, P=0.141). Compared with patients without DM, patients with DM hadhigher all-cause mortality (19.5% vs 12.7%, P=0.004), cardiovascular death (10.8%vs 7.02%, P=0.047) and combined end events (CEE, 26.4% vs 2.4%, P=0.023), whilewith comparable incidence of stroke (10.1% vs 7.4%, P=0.141). Multi-variate Coxregression analysis showed that DM was an independent risk factor for 1-yearall-cause mortality (HR=1.558, 95% CI 1.126-2.156), cardiovascular death(HR=1.615, 95% CI 1.052-2.479) and CEE (HR=1.523, 95% CI 1.098-2.112), while notfor stroke (HR=1.523, 95% CI 1.098-2.112). CONCLUSION: DM is the independent riskfactor for all-cause mortality, cardiovascular death and combined end events inpatients with nonvalvular AF, while not a predictor for the occurrence of stroke. ",yes,new
 Presence of diabetic microvascular complications does not incrementally increaserisk of ischemic stroke in diabetic patients with atrial fibrillation: Anationwide cohort study. ," Conventional stroke risk prediction tools used in atrial fibrillation (AF)incorporate the presence of diabetes mellitus (DM) as a risk factor. However, itis unknown whether this risk is homogenous or dependent on the presence ofdiabetic microvascular complications, such as diabetic retinopathy, nephropathy,and neuropathy. The present study examined the risk of ischemic stroke indiabetic patients with and without microvascular complications. The present studyused the National Health Insurance Research Database in Taiwan with detailedhealthcare data on all-comers to the Taiwanese medical system from January 1,1996 to December 31, 2011. AF and DM were identified when listed as dischargediagnoses or confirmed more than twice in the outpatient department. Patients onantithrombotic agents were excluded. The clinical endpoint was ischemic stroke.Among the 50,180 AF patients with DM, the majority had no microvascularcomplications (72.7%), while 2.6% had diabetic retinopathy, 8.4% had diabeticnephropathy, and 16.1% had diabetic neuropathy. Ischemic stroke occurred in 6003patients, with a 4.74% annual risk of ischemic stroke. When compared with DMpatients without microvascular complications, those with diabetic retinopathy,nephropathy, or neuropathy had higher incidences of ischemic stroke (4.65 vs5.07, 4.77, or 5.20 per 100 person-years, respectively). However, after adjustingfor confounding factors, the differences were no longer significant. In a largenationwide AF cohort with DM, risk of ischemic stroke was similar betweenpatients with and without microvascular complications, suggesting that riskstratification of these patients does not require inclusion of diabeticretinopathy, nephropathy, and neuropathy. ",no,new
 CHA2DS2-VASc score is useful in predicting poor 12-month outcomes followingmyocardial infarction in diabetic patients without atrial fibrillation. ," AIMS: TIMI risk score and GRACE risk model are widely available and acceptedscores for risk assessment in STEMI patients and include predictors of pooroutcomes. CHA2DS2-VASc is a validated score for predicting embolic/stroke risk inpatients with non-valvular atrial fibrillation. Its components contribute to theworse prognosis following myocardial infarction. The advantage of theCHA2DS2-VASc score in comparison with other risk scores is that it provides acomprehensive, fast, and simple method for physicians in risk evaluation thatrequires no calculators or computers. Therefore, we have set out to examine theprognostic significance of CHA2DS2-VASc score following STEMI in diabeticpatients without AF. METHODS: A total of 472 patients with diabetes mellitus andSTEMI undergoing primary PCI were enrolled. Based on the estimated CHA2DS2-VAScscore, the study population was divided into three groups: group 1 (N = 111) witha moderate CHA2DS2-VASc score of 2 or 3; group 2 (N = 257) with a highCHA2DS2-VASc score of 4 or 5; and group 3 (N = 104) with a very high CHA2DS2-VAScscore of 6 or higher. RESULTS: In diabetic patients with STEMI, the median ofCHA2DS2-VASc score was 4 (interquartile range 3-5). In-hospital mortality ratewas similar across three groups. CHA2DS2-VASc score was not a risk factor ofin-hospital mortality. ROC analysis revealed good diagnostic value ofCHA2DS2-VASc score in predicting long-term mortality (AUC 0.62 95 % CI 0.57-0.66P = 0.0003) and stroke (AUC 0.75 95 % CI 0.71-0.79 P = 0.0003), but no value inpredicting long-term myocardial infarction. CHA2DS2-VASc score was an independentpredictor of 12-month mortality and stroke. One-point increment in CHA2DS2-VAScscore was associated with an increase in the risk of 12-month death by 24 % andfor 12-month stroke by 101 %. CONCLUSIONS: In diabetic patients with STEMI and noprevious AF, median CHA2DS2-VASc score was high (4 points) and predicted 12-monthdeath and stroke. However, it failed to predict in-hospital death and 12-monthMI. CHA2DS2-VASc score had a similar discrimination performance in predicting12-month mortality as TIMI risk score and a better discrimination performance inpredicting 12-month stroke than TIMI risk score. Thus, it can serve as anadditive tool in identifying high-risk patients that require aggressivemanagement. ",no,new
